qid,chars,lines,tokens,n_select,n_join,n_where,is_cte,has_where,has_join,has_group,has_having,has_order,has_limit,has_distinct,has_case,has_window,has_union,has_exists,has_in_subq,has_like,has_recursive,has_subquery,join_inner,join_left,join_right,join_full,join_cross,n_tables,tbl_badges,tbl_closereasontypes,tbl_comments,tbl_linktypes,tbl_posthistory,tbl_posthistorytypes,tbl_postlinks,tbl_posts,tbl_posttypes,tbl_tags,tbl_users,tbl_votes,tbl_votetypes,fn_count,fn_sum,fn_avg,fn_min,fn_max,fn_string_agg,fn_array_agg,fn_substring,fn_concat,fn_replace,fn_upper,fn_lower,fn_trim,fn_coalesce,fn_cast,fn_round,fn_extract,fn_date_trunc,fn_case
13865,1109,53,146,3,4,1,True,True,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,4,False,False,True,False,False,False,False,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13867,789,25,119,4,4,0,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,5,True,False,True,False,False,False,False,True,True,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
13869,1024,41,147,2,4,0,True,False,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,4,False,False,True,False,False,False,False,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13871,671,34,103,1,3,1,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,4,False,False,True,False,False,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13872,1164,55,146,4,5,0,True,False,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,5,True,False,True,False,False,False,False,True,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
13873,1018,38,153,3,4,1,True,True,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,3,False,False,False,False,False,False,False,True,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
13874,355,18,51,3,1,0,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,4,True,False,False,False,False,False,False,True,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13875,298,15,35,1,0,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13876,793,36,106,2,3,0,True,False,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,4,False,False,True,False,False,False,False,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13878,1505,67,148,5,5,2,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,5,False,False,True,False,True,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
13880,415,26,50,2,1,0,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,2,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13881,302,17,44,1,1,0,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13883,989,49,128,3,3,1,True,True,True,True,False,True,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,4,False,False,True,False,False,False,False,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13887,639,34,82,2,3,0,True,False,True,True,False,True,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,4,False,False,True,False,False,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13888,1463,66,188,4,5,0,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,5,True,False,True,False,False,False,False,True,False,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
13889,702,31,120,1,4,1,False,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,5,True,False,True,False,False,False,False,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
13892,1039,40,150,2,2,0,True,False,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,3,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
13896,675,33,87,2,3,0,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,4,False,False,True,False,False,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
139,1571,77,198,5,4,4,True,True,True,True,False,True,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,3,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
13902,1114,47,143,2,4,0,True,False,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,5,False,False,True,False,True,False,False,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
13903,418,18,67,1,1,0,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13906,865,37,142,1,5,1,False,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,6,False,False,True,False,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13907,1267,58,156,3,4,0,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,5,False,False,True,False,True,False,False,True,False,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13911,741,36,94,3,1,0,True,False,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,2,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13912,1214,60,166,3,6,0,True,False,True,True,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,6,True,False,True,False,True,False,False,True,False,False,True,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
13913,1382,53,193,3,3,0,True,False,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,3,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13918,638,31,105,1,5,1,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,6,True,False,True,False,False,False,False,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1392,2274,85,305,4,5,2,True,True,True,True,False,True,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,5,True,False,True,False,False,False,False,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
13920,669,25,112,1,2,0,False,False,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,3,False,False,False,False,False,False,False,True,False,False,True,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
13921,538,22,82,2,3,1,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,4,False,False,True,False,False,False,False,True,False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
13923,1548,69,209,5,6,0,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,6,True,False,True,False,False,False,False,True,True,False,True,True,False,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
13924,486,27,80,1,3,1,False,True,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,4,False,False,True,False,False,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13926,1223,57,169,3,4,0,True,False,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,4,False,False,True,False,False,False,False,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
13927,1127,51,150,3,4,0,True,False,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,5,True,False,False,False,False,False,False,True,True,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
13928,1254,58,175,3,5,1,True,True,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,5,True,False,True,False,False,False,False,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
13931,601,32,76,2,2,1,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,3,False,False,False,False,False,False,False,True,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13932,1089,49,134,3,2,1,True,True,True,True,False,True,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,2,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13933,924,38,136,2,4,1,True,True,True,True,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,4,False,False,True,False,False,False,False,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13935,393,19,59,1,1,1,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
13936,589,27,102,1,3,0,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,4,False,False,True,False,False,False,False,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13938,731,38,93,3,3,2,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,3,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
13940,944,44,122,3,2,0,True,False,True,True,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,3,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
13941,757,32,121,1,4,1,False,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,5,False,False,True,False,True,False,False,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13942,570,28,89,1,3,1,False,True,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,4,False,False,True,False,False,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13943,521,23,80,3,1,3,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,3,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13945,1162,53,133,3,4,0,True,False,True,True,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,5,False,False,True,False,True,False,False,True,False,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
13946,1100,39,167,3,4,0,True,False,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,3,False,False,False,False,False,False,False,True,False,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
13948,1585,61,231,3,3,1,True,True,True,True,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,3,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
13949,1062,46,120,3,1,2,True,True,True,True,False,True,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,2,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13950,256,16,39,1,1,0,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13951,826,37,122,2,2,1,True,True,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,3,False,False,False,False,False,False,False,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13955,1093,53,135,5,2,4,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,5,False,False,True,False,True,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
13957,440,23,72,1,3,0,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,4,True,False,False,False,False,False,False,True,False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13958,639,26,108,1,3,1,False,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,4,False,False,True,False,False,False,False,True,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13959,981,54,106,4,2,0,True,False,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,2,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13960,1015,51,140,3,4,0,True,False,True,True,False,True,False,True,True,False,False,False,False,False,False,True,True,True,False,False,True,4,True,False,False,False,False,False,False,True,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
13963,256,16,39,1,1,0,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13964,858,37,116,2,3,0,True,False,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,4,False,False,True,False,False,False,False,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13966,662,24,89,6,3,0,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,8,True,False,True,False,True,False,True,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13967,628,31,105,1,4,1,False,True,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,5,True,False,True,False,False,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13968,300,17,45,1,1,0,False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13969,256,16,39,1,1,0,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13970,1476,55,197,3,3,0,True,False,True,True,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,3,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
13971,323,18,49,1,2,0,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13975,1292,51,190,3,2,0,True,False,True,True,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,3,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
13977,909,37,156,1,6,1,False,True,True,True,False,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,7,True,False,True,False,False,False,False,True,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
13978,801,28,139,1,3,0,False,False,True,True,False,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,4,False,False,True,False,False,False,False,True,False,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13981,650,36,86,2,2,1,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,3,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13982,1070,51,123,3,1,1,True,True,True,True,False,True,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,2,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
13984,765,47,102,4,4,0,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,3,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1399,1627,56,213,3,4,1,True,True,True,True,False,True,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,4,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
13990,1535,56,213,4,3,0,True,False,True,True,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,4,True,False,False,False,False,False,False,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
13991,252,16,39,1,1,0,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13992,587,32,74,2,3,0,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,4,False,False,True,False,False,False,False,True,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13996,632,30,98,1,3,0,False,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,4,False,False,True,False,False,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13997,259,16,41,1,1,0,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13999,1093,56,115,3,2,2,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,3,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
140,1668,58,235,3,3,1,True,True,True,True,False,True,True,True,True,False,False,False,False,False,False,True,False,True,False,False,False,4,True,False,True,False,False,False,False,True,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
14000,983,37,160,2,4,0,True,False,True,True,False,True,True,True,True,False,False,False,False,False,False,True,False,True,False,False,False,4,False,False,True,False,False,False,False,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14003,805,33,128,1,4,1,False,True,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,5,False,False,True,False,True,False,False,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14004,1018,46,145,2,4,0,True,False,True,True,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,4,False,False,True,False,False,False,False,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14005,254,16,39,1,1,0,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14007,1080,50,129,3,2,1,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,3,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14009,1553,63,227,3,5,0,True,False,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,5,True,False,True,False,False,False,False,True,False,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1401,2263,79,311,5,4,2,True,True,True,True,False,True,True,False,True,True,False,False,False,False,False,True,False,True,False,False,False,4,True,False,False,False,False,False,False,True,False,False,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False
14011,1223,57,164,4,4,1,True,True,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,4,True,False,False,False,False,False,False,True,False,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
14012,333,18,49,1,1,0,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14015,1147,53,132,3,4,0,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,5,True,False,True,False,False,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
14017,1514,57,217,3,4,0,True,False,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,4,True,False,False,False,False,False,False,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
14018,1506,64,207,3,5,1,True,True,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,5,True,False,True,False,False,False,False,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14019,1212,54,158,3,4,0,True,False,True,True,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,4,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1402,1814,82,218,5,4,2,True,True,True,True,False,True,True,False,True,True,False,False,False,False,False,True,False,True,False,False,False,4,True,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
14021,1419,54,203,4,6,0,True,False,True,True,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,6,True,False,True,False,True,False,False,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
14023,601,28,102,1,3,1,False,True,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,4,False,False,True,False,False,False,False,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
14030,1031,46,125,3,1,1,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,2,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
14034,1018,44,140,3,4,0,True,False,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,4,False,False,False,False,False,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
14035,1051,35,136,2,3,1,True,True,True,True,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,4,True,False,True,False,False,False,False,True,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
14038,1561,64,214,5,5,1,True,True,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,4,False,False,True,False,False,False,False,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
14039,423,22,69,1,3,0,False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,4,True,False,False,False,False,False,False,True,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14040,1402,51,198,3,2,0,True,False,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,3,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
14044,573,30,92,1,4,1,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,5,False,False,True,False,True,False,False,True,False,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14045,766,34,123,1,5,1,False,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,5,True,False,True,False,False,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14046,460,24,80,1,4,0,False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,5,False,False,True,False,False,False,False,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14048,371,19,56,1,1,1,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1405,1753,71,234,4,4,3,True,True,True,True,False,True,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,4,True,False,False,False,False,False,False,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
14050,531,27,84,1,3,0,False,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,4,False,False,True,False,False,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14054,1333,57,182,3,4,0,True,False,True,True,False,True,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,4,False,False,True,False,False,False,False,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14055,1258,53,179,3,3,0,True,False,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,4,True,False,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
14057,1254,58,164,3,4,1,True,True,True,True,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,4,False,False,True,False,False,False,False,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
14060,565,29,94,1,4,1,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,5,False,False,True,False,True,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
