qid,chars,lines,tokens,n_select,n_join,n_where,is_cte,has_where,has_join,has_group,has_having,has_order,has_limit,has_distinct,has_case,has_window,has_union,has_exists,has_in_subq,has_like,has_recursive,has_subquery,join_inner,join_left,join_right,join_full,join_cross,n_tables,tbl_customer,tbl_lineitem,tbl_nation,tbl_orders,tbl_part,tbl_partsupp,tbl_region,tbl_supplier,fn_count,fn_sum,fn_avg,fn_min,fn_max,fn_string_agg,fn_array_agg,fn_substring,fn_concat,fn_replace,fn_upper,fn_lower,fn_trim,fn_coalesce,fn_cast,fn_round,fn_extract,fn_date_trunc,fn_case
15518,210,9,29,1,0,1,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1552,1434,38,212,5,7,3,True,True,True,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,6,True,True,False,True,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
15521,108,8,17,1,0,0,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15526,289,18,43,1,2,0,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15527,253,16,34,1,1,0,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15529,245,9,31,1,0,1,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1553,1770,73,204,8,6,3,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,6,True,True,True,True,False,True,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15531,289,10,48,1,1,1,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15532,188,10,26,1,2,0,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15534,294,19,41,1,2,0,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15535,199,15,23,1,0,0,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15540,286,18,41,1,2,0,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15542,149,8,20,1,0,1,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15549,287,20,41,1,2,1,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15552,325,12,42,1,5,0,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6,False,True,True,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15554,230,10,32,1,1,1,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15555,219,15,32,1,1,0,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15557,348,19,53,2,2,2,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,4,False,True,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15559,172,9,26,1,1,0,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15561,229,10,38,1,2,1,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15562,264,11,47,1,2,1,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15563,180,9,25,1,1,0,False,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15564,241,16,34,1,1,0,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15567,290,17,46,1,1,1,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15574,499,26,78,1,5,1,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6,False,True,True,False,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15575,193,15,29,1,1,0,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1558,1976,78,256,5,10,1,True,True,True,True,False,True,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,8,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15580,247,18,34,1,1,0,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15582,164,9,23,1,1,0,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15583,263,17,43,1,1,1,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15588,230,10,31,1,2,0,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1559,1871,72,226,4,5,2,True,True,True,True,True,True,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,6,False,True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
15590,238,10,41,1,2,0,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15592,285,19,43,1,2,0,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15596,214,10,37,1,2,0,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15598,251,17,37,1,2,0,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
156,1711,69,208,4,6,2,True,True,True,True,False,True,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,6,True,True,False,True,True,True,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
15600,176,9,24,1,1,0,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15602,373,21,55,1,3,0,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,False,True,False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15603,215,15,32,1,1,0,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15604,263,18,37,1,2,1,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15606,199,9,29,1,0,1,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15609,212,9,36,1,0,1,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15611,266,19,38,1,2,1,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15612,199,8,29,1,0,1,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15614,198,9,29,1,0,1,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15615,340,19,46,1,2,0,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,False,False,False,False,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15616,324,18,48,1,1,1,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15618,237,16,34,1,1,0,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15619,297,18,36,1,1,1,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1562,1110,30,152,4,4,1,True,True,True,True,True,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,5,False,True,True,True,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15623,190,15,29,1,1,0,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15624,104,8,16,1,0,0,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1563,1949,50,247,6,7,1,True,True,True,True,False,True,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,5,True,True,False,True,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
15631,260,17,38,1,1,0,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15632,196,9,31,1,2,0,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15634,193,15,24,1,1,0,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15635,329,11,43,1,4,0,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,False,True,True,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15638,314,11,50,1,4,0,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,True,True,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1564,1862,73,229,4,5,3,True,True,True,True,True,True,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,6,True,True,False,True,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
15642,292,11,52,1,2,1,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15644,260,8,31,1,0,1,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15645,220,15,32,1,1,0,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15647,281,17,44,1,1,1,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15650,235,10,36,1,1,1,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15651,94,8,14,1,0,1,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15655,196,9,31,1,2,0,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15657,212,9,36,1,0,1,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1566,1838,74,229,4,9,2,True,True,True,True,True,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,8,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15662,212,15,31,1,1,0,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1567,1651,43,239,3,9,0,True,False,True,True,True,True,True,True,True,True,False,False,False,False,False,True,False,True,False,False,False,7,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
15671,201,9,31,1,2,0,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15678,365,14,64,1,3,1,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,False,True,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15679,237,17,33,1,1,0,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15681,387,13,68,1,4,1,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,False,True,False,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15682,182,9,31,1,1,0,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15683,198,9,31,1,1,0,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15689,249,10,43,1,2,0,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1569,1696,75,196,6,6,2,True,True,True,True,False,True,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,7,False,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15693,197,15,29,1,1,0,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15697,198,15,29,1,1,0,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15700,180,14,20,1,1,0,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15701,186,9,27,1,0,1,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15705,280,17,44,1,1,1,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15706,204,10,35,1,1,1,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15708,209,10,31,1,0,1,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1571,1457,45,178,4,4,3,True,True,True,True,False,True,False,True,True,True,False,False,False,False,False,True,False,True,False,True,False,5,False,True,True,True,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15710,178,9,24,1,1,0,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15715,217,10,37,1,2,1,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15718,200,9,33,1,2,0,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15719,247,10,33,1,2,0,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15720,312,18,48,1,1,1,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15722,256,17,40,1,2,0,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15723,221,15,32,1,1,0,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15725,274,19,39,1,2,1,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15726,248,16,34,1,1,0,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15727,205,15,29,1,1,0,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15728,293,17,44,1,1,1,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15729,196,9,29,1,1,0,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15731,287,18,46,1,1,1,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15732,207,15,26,1,1,0,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15733,200,10,35,1,1,1,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15735,288,18,41,1,2,0,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15736,253,16,33,1,1,0,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1574,1541,67,188,4,5,2,True,True,True,True,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,5,True,True,False,True,False,True,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15740,289,18,43,1,2,0,False,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,3,False,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15741,237,17,33,1,1,1,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15743,200,9,31,1,1,0,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15744,234,9,35,1,2,0,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,False,False,False,False,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15747,294,18,37,1,2,0,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,False,False,False,False,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1575,1644,44,227,4,9,2,True,True,True,True,False,True,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,8,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
15752,293,18,43,1,2,0,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15754,233,10,35,1,1,1,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15756,264,8,31,1,0,1,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15757,280,17,35,1,2,0,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,False,False,False,False,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1576,2160,63,272,8,9,3,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,True,False,True,False,False,False,5,True,True,False,True,False,True,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
15762,272,18,30,1,2,0,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,False,False,False,False,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15770,201,9,29,1,0,1,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15771,297,10,38,1,3,0,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15776,449,24,66,1,6,0,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7,True,True,True,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1578,1483,65,170,7,3,5,True,True,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,6,True,True,True,True,False,True,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
